"Hz","optotrak.pulse.number","x1","y1","z1","x2","y2","z2","x3","y3","z3","x4","y4","z4","x5","y5","z5","x6","y6","z6","x7","y7","z7","x8","y8","z8","x9","y9","z9","x10","y10","z10","x11","y11","z11","x12","y12","z12"
1,"87",121.9,333,25,121,328.9,31.5,145,343.7,16.6,138.2,340,21.3,92,287.3,80.7,96.4,287.1,84.2,404.5,521.1,-1.3,412.5,527.2,-1.2,343.9,646.5,43.7,334.1,640.4,41.6,138.6,334.8,43.2,131.5,331,39.7
2,"87",121.5,332.9,26.2,120.7,328.8,32.6,145.2,344.3,18,138.4,340.5,22.7,92.4,287.3,81.9,96.8,287.1,85.3,404.5,521.1,-1.3,412.5,527.2,-1.2,343.9,646.5,43.7,334.1,640.4,41.6,138.9,335.1,44.4,131.8,331.3,40.9
3,"87",121,332.7,27.5,120.4,328.6,33.9,145.9,345,19.8,139.1,341.2,24.6,92.7,287.1,83.2,97.1,286.9,86.6,404.5,521.1,-1.3,412.6,527.2,-1.2,343.9,646.5,43.7,334.1,640.4,41.6,139.3,335.4,46.1,132.2,331.7,42.5
4,"87",120.7,332.6,29.1,120.1,328.6,35.5,146.8,345.8,21.8,140,341.8,26.5,93,287,84.6,97.5,286.8,88,404.5,521.1,-1.3,412.6,527.2,-1.2,343.9,646.5,43.7,334.1,640.4,41.6,139.9,335.7,47.9,132.9,332.1,44.3
5,"87",120.4,332.5,30.7,119.9,328.5,37.1,147.7,346.4,23.8,140.8,342.4,28.4,93.4,286.8,86.2,97.9,286.6,89.5,404.5,521.1,-1.3,412.6,527.2,-1.2,343.9,646.5,43.7,334.1,640.4,41.6,140.5,336,49.8,133.5,332.4,46.1
6,"87",120.2,332.4,32.5,119.7,328.4,38.8,148.4,347,26,141.5,343,30.6,93.6,286.6,87.9,98.2,286.4,91.2,404.5,521.1,-1.3,412.6,527.2,-1.2,343.9,646.5,43.7,334.1,640.4,41.6,140.9,336.2,51.9,134,332.7,48.1
7,"87",120.1,332.4,34.6,119.7,328.3,40.9,149.1,347.7,28.6,142.2,343.5,33.1,93.9,286.4,89.8,98.4,286.2,93,404.5,521.1,-1.3,412.5,527.2,-1.3,343.9,646.5,43.7,334.1,640.4,41.6,141.3,336.4,54.2,134.5,333,50.4
8,"87",120.2,332.5,37,119.8,328.4,43.2,149.9,348.3,31.4,142.9,344.1,35.8,94.2,286.2,91.9,98.7,286,95.2,404.5,521.1,-1.3,412.5,527.2,-1.3,343.9,646.5,43.7,334.1,640.4,41.6,141.8,336.6,56.8,135,333.3,53
9,"87",120.3,332.7,39.7,120,328.6,45.9,150.9,349,34.5,143.9,344.8,38.9,94.5,286,94.3,99,285.8,97.5,404.5,521.1,-1.3,412.5,527.1,-1.3,343.9,646.5,43.7,334,640.3,41.6,142.4,336.9,59.8,135.7,333.7,55.9
10,"87",120.6,333.1,42.6,120.3,329,48.7,152,349.9,37.9,144.9,345.6,42.2,94.8,286,96.8,99.3,285.8,100,404.5,521.1,-1.3,412.5,527.1,-1.3,343.9,646.5,43.7,334,640.3,41.6,143.1,337.4,62.9,136.5,334.2,59
11,"87",120.9,333.7,45.6,120.6,329.5,51.6,153.1,351,41.4,145.9,346.6,45.6,95.2,286.1,99.5,99.8,285.9,102.7,404.5,521.1,-1.3,412.5,527.1,-1.3,343.9,646.5,43.7,334,640.3,41.6,143.9,338.1,66.3,137.3,334.9,62.2
12,"87",121.4,334.3,48.5,121.1,330.2,54.5,154.4,352.1,45,147.2,347.7,49.1,95.7,286.4,102.1,100.3,286.3,105.4,404.5,521.1,-1.4,412.5,527.1,-1.3,343.9,646.5,43.7,334,640.3,41.6,144.9,338.9,69.6,138.3,335.8,65.5
13,"87",122,335.2,51.3,121.8,331,57.3,156,353.5,48.6,148.7,349,52.6,96.4,287,104.8,101,286.8,108.1,404.5,521.1,-1.4,412.5,527.1,-1.3,343.8,646.5,43.7,334,640.3,41.6,146,339.8,73,139.6,337,68.8
14,"87",123,336.2,54.1,122.7,332,60.1,157.9,355,52.2,150.5,350.5,56.1,97.3,287.8,107.6,101.8,287.7,110.9,404.5,521.1,-1.3,412.5,527.1,-1.3,343.8,646.5,43.7,334,640.3,41.6,147.4,341,76.5,141.1,338.2,72.2
15,"87",124.2,337.4,56.9,123.9,333.2,62.9,160.1,356.8,55.9,152.6,352.2,59.7,98.4,288.8,110.3,102.9,288.7,113.7,404.5,521.1,-1.3,412.5,527.1,-1.3,343.8,646.5,43.7,334,640.3,41.6,149,342.4,80,142.8,339.7,75.6
16,"87",125.6,338.7,59.5,125.4,334.6,65.6,162.4,358.6,59.6,154.9,354,63.2,99.7,290.1,113.1,104.1,289.9,116.5,404.5,521.1,-1.3,412.5,527.1,-1.3,343.9,646.5,43.7,334,640.3,41.6,150.9,343.9,83.4,144.7,341.3,78.9
17,"87",127.3,340.2,62.1,127.1,336,68.2,165,360.5,63.3,157.4,355.9,66.7,101.2,291.5,115.8,105.6,291.3,119.4,404.5,521.1,-1.3,412.5,527.2,-1.3,343.9,646.5,43.7,334,640.4,41.6,153,345.6,86.9,146.9,343,82.2
18,"87",129.3,341.8,64.6,129.1,337.7,70.7,167.8,362.7,66.9,160.1,358.1,70.2,103,293.1,118.5,107.4,292.9,122.1,404.5,521.1,-1.3,412.5,527.1,-1.3,343.9,646.5,43.7,334,640.3,41.6,155.3,347.4,90.2,149.3,345,85.5
19,"87",131.5,343.6,67,131.3,339.5,73.1,170.8,365.1,70.4,163.1,360.4,73.6,105,294.9,121.1,109.4,294.6,124.7,404.5,521.1,-1.3,412.5,527.1,-1.3,343.9,646.5,43.7,334,640.3,41.7,157.8,349.5,93.5,152,347.1,88.7
20,"87",134,345.6,69.2,133.7,341.5,75.4,174.1,367.5,73.8,166.4,362.9,76.8,107.3,296.9,123.6,111.6,296.7,127.3,404.5,521.1,-1.3,412.5,527.2,-1.3,343.9,646.5,43.7,334,640.3,41.6,160.7,351.7,96.7,154.9,349.4,91.7
21,"87",136.6,347.7,71.3,136.3,343.7,77.5,177.7,370.2,77.1,169.9,365.6,80,109.9,299.2,126,114.2,298.9,129.7,404.5,521.1,-1.3,412.5,527.2,-1.3,343.9,646.5,43.7,334,640.4,41.6,163.7,354.1,99.8,158.1,351.9,94.7
22,"87",139.4,350,73.2,139.2,346,79.5,181.5,373,80.3,173.7,368.5,83,112.7,301.6,128.2,117,301.3,132,404.5,521.1,-1.3,412.5,527.2,-1.3,343.9,646.5,43.7,334,640.3,41.6,167.1,356.7,102.7,161.5,354.6,97.5
23,"87",142.5,352.5,75,142.2,348.5,81.3,185.6,376,83.3,177.7,371.5,85.8,115.8,304.2,130.2,120,304,134.1,404.5,521.1,-1.3,412.5,527.2,-1.3,343.9,646.5,43.7,334,640.3,41.6,170.7,359.4,105.4,165.3,357.5,100
24,"87",145.8,355.1,76.4,145.6,351.2,82.8,189.9,379.2,85.9,182,374.6,88.3,119.2,307.1,132.1,123.4,306.9,136,404.5,521.1,-1.3,412.5,527.2,-1.3,343.9,646.5,43.7,334.1,640.4,41.7,174.5,362.4,107.8,169.2,360.5,102.3
25,"87",149.4,357.8,77.6,149.1,354,84,194.4,382.4,88.2,186.4,377.9,90.5,122.9,310.2,133.7,127.1,309.9,137.6,404.5,521.1,-1.3,412.5,527.2,-1.3,343.9,646.5,43.7,334.1,640.4,41.7,178.6,365.5,109.8,173.4,363.7,104.3
26,"87",153.1,360.6,78.5,152.9,356.8,84.9,199.1,385.8,90.1,191.1,381.3,92.3,126.8,313.5,135,131,313.2,138.9,404.5,521.1,-1.3,412.5,527.2,-1.3,343.9,646.5,43.7,334.1,640.4,41.6,182.9,368.7,111.5,177.8,367,105.9
27,"87",157,363.6,79,156.9,359.9,85.5,204,389.3,91.7,196,384.9,93.7,131,317,136.1,135.2,316.7,140,404.5,521.1,-1.3,412.5,527.2,-1.3,343.9,646.5,43.7,334,640.4,41.7,187.5,372.1,112.9,182.5,370.5,107.2
28,"87",161.1,366.7,79.3,161.1,363,85.8,209.1,393,93,201.1,388.5,94.9,135.4,320.7,136.9,139.6,320.4,140.9,404.5,521.1,-1.3,412.5,527.2,-1.3,343.9,646.5,43.7,334,640.4,41.6,192.2,375.7,114,187.3,374.1,108.2
