"Hz","optotrak.pulse.number","x1","y1","z1","x2","y2","z2","x3","y3","z3","x4","y4","z4","x5","y5","z5","x6","y6","z6","x7","y7","z7","x8","y8","z8","x9","y9","z9","x10","y10","z10","x11","y11","z11","x12","y12","z12"
1,"70",117.3,331.4,16.3,116,327.2,23,146,344.8,14.4,137.8,340.4,16.1,77.8,284.8,65.2,80.6,283.6,70,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.5,334.6,38.7,126.5,330.6,33.4
2,"70",117.3,331.4,16.3,116,327.2,23,146,344.8,14.4,137.8,340.4,16.1,77.8,284.8,65.3,80.6,283.6,70,404.7,521.3,-1.4,412.8,527.3,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.5,334.6,38.7,126.5,330.6,33.4
3,"70",117.3,331.4,16.3,116,327.2,23,146,344.8,14.4,137.8,340.4,16.1,77.8,284.9,65.3,80.7,283.6,70,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.6,334.6,38.7,126.5,330.7,33.4
4,"70",117.4,331.4,16.3,116,327.2,23,146,344.8,14.4,137.8,340.4,16.1,77.8,284.9,65.3,80.7,283.6,70,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.6,334.6,38.7,126.5,330.7,33.4
5,"70",117.4,331.4,16.4,116,327.2,23,146.1,344.8,14.4,137.8,340.4,16.1,77.8,284.9,65.3,80.7,283.6,70,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.6,334.6,38.7,126.5,330.7,33.4
6,"70",117.4,331.4,16.4,116.1,327.2,23,146.1,344.8,14.4,137.8,340.4,16.1,77.8,284.9,65.3,80.7,283.6,70,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.6,334.6,38.7,126.6,330.7,33.4
7,"70",117.4,331.5,16.4,116.1,327.2,23,146.1,344.8,14.4,137.8,340.4,16.1,77.8,284.9,65.3,80.7,283.6,70,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.6,334.7,38.7,126.6,330.7,33.4
8,"70",117.4,331.4,16.4,116.1,327.2,23.1,146.1,344.8,14.4,137.9,340.4,16.1,77.8,284.9,65.3,80.7,283.6,70,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.6,334.7,38.7,126.6,330.7,33.4
9,"70",117.4,331.4,16.4,116.1,327.2,23.1,146.1,344.8,14.4,137.9,340.4,16.2,77.8,284.8,65.3,80.7,283.6,70,404.7,521.3,-1.4,412.8,527.3,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.6,334.7,38.7,126.6,330.7,33.5
10,"70",117.4,331.4,16.5,116.1,327.2,23.1,146.1,344.8,14.4,137.9,340.5,16.2,77.8,284.8,65.3,80.7,283.6,70,404.7,521.3,-1.4,412.8,527.3,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.7,334.7,38.7,126.6,330.7,33.5
11,"70",117.4,331.4,16.5,116.1,327.1,23.1,146.1,344.9,14.4,137.9,340.5,16.2,77.9,284.8,65.3,80.8,283.6,70,404.7,521.3,-1.4,412.8,527.3,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.7,334.7,38.7,126.7,330.7,33.5
12,"70",117.4,331.4,16.5,116.1,327.1,23.1,146.1,344.9,14.4,137.9,340.5,16.2,77.9,284.8,65.3,80.8,283.6,70,404.7,521.3,-1.4,412.8,527.3,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.7,334.7,38.7,126.7,330.7,33.5
13,"70",117.4,331.4,16.5,116.1,327.1,23.2,146.2,344.9,14.4,137.9,340.5,16.2,77.9,284.8,65.3,80.8,283.5,70,404.7,521.3,-1.4,412.8,527.3,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.7,334.7,38.8,126.7,330.7,33.5
14,"70",117.4,331.4,16.5,116.1,327.1,23.2,146.2,344.9,14.5,137.9,340.5,16.2,77.9,284.8,65.3,80.8,283.5,70,404.7,521.3,-1.4,412.8,527.3,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.7,334.7,38.8,126.7,330.7,33.5
15,"70",117.4,331.4,16.5,116.1,327.1,23.2,146.2,344.9,14.5,138,340.5,16.2,77.9,284.8,65.3,80.8,283.6,70,404.7,521.3,-1.4,412.8,527.3,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.8,334.7,38.8,126.7,330.7,33.5
16,"70",117.4,331.4,16.6,116.1,327.1,23.2,146.2,344.9,14.4,138,340.5,16.2,77.9,284.8,65.3,80.8,283.6,70,404.7,521.3,-1.4,412.8,527.3,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.8,334.7,38.8,126.7,330.8,33.5
17,"70",117.4,331.4,16.6,116.1,327.1,23.2,146.2,344.9,14.4,138,340.5,16.2,77.9,284.8,65.3,80.8,283.6,70,404.7,521.3,-1.4,412.8,527.3,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.8,334.7,38.8,126.8,330.8,33.5
18,"70",117.4,331.4,16.6,116.1,327.1,23.2,146.2,344.9,14.4,138,340.5,16.2,77.9,284.8,65.3,80.8,283.6,70,404.7,521.3,-1.4,412.8,527.3,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.8,334.7,38.8,126.8,330.8,33.5
19,"70",117.4,331.5,16.6,116.1,327.1,23.2,146.2,344.9,14.4,138,340.5,16.2,77.9,284.8,65.3,80.8,283.6,70,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.8,334.7,38.8,126.8,330.8,33.5
20,"70",117.5,331.5,16.6,116.1,327.2,23.2,146.2,344.9,14.4,138,340.5,16.2,77.9,284.9,65.3,80.8,283.6,70,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.8,334.7,38.8,126.8,330.8,33.5
21,"70",117.5,331.5,16.6,116.1,327.2,23.2,146.2,344.9,14.4,138,340.5,16.2,77.9,284.9,65.3,80.8,283.6,70,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.8,334.8,38.8,126.8,330.8,33.5
22,"70",117.5,331.5,16.6,116.1,327.2,23.2,146.2,344.9,14.4,138,340.6,16.2,77.9,284.9,65.3,80.8,283.6,70,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.8,334.8,38.8,126.8,330.8,33.5
23,"70",117.5,331.5,16.6,116.2,327.2,23.2,146.2,345,14.4,138,340.6,16.2,78,284.9,65.3,80.8,283.6,70,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.8,334.8,38.8,126.8,330.8,33.5
24,"70",117.5,331.5,16.6,116.2,327.2,23.2,146.2,345,14.4,138,340.6,16.2,78,284.9,65.3,80.9,283.6,70,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.8,334.8,38.8,126.8,330.9,33.5
25,"70",117.5,331.5,16.6,116.2,327.2,23.3,146.2,345,14.4,138,340.6,16.2,78,284.9,65.4,80.9,283.6,70,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.8,334.8,38.8,126.8,330.9,33.5
26,"70",117.5,331.5,16.6,116.2,327.2,23.3,146.3,345,14.4,138,340.6,16.2,78,284.9,65.4,80.9,283.6,70,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.9,334.8,38.8,126.8,330.9,33.5
27,"70",117.5,331.5,16.6,116.2,327.2,23.3,146.3,345,14.4,138.1,340.6,16.2,78.1,284.9,65.4,80.9,283.6,70,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.9,334.8,38.8,126.9,330.9,33.5
28,"70",117.5,331.5,16.7,116.2,327.2,23.3,146.3,345,14.4,138.1,340.6,16.2,78.1,284.8,65.4,81,283.6,70,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.9,334.8,38.8,126.9,330.9,33.5
29,"70",117.5,331.5,16.7,116.2,327.2,23.3,146.3,345,14.4,138.1,340.6,16.2,78.1,284.8,65.4,81,283.5,70.1,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.9,334.8,38.8,126.9,330.8,33.5
30,"70",117.5,331.4,16.7,116.2,327.1,23.3,146.3,345,14.4,138.1,340.6,16.2,78.1,284.8,65.4,81,283.5,70.1,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.9,334.8,38.8,126.9,330.8,33.6
31,"70",117.5,331.4,16.7,116.2,327.1,23.3,146.3,345,14.4,138.1,340.6,16.2,78.1,284.8,65.4,81,283.5,70.1,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.9,334.8,38.8,126.9,330.8,33.6
32,"70",117.5,331.4,16.7,116.2,327.1,23.3,146.3,345,14.4,138.1,340.6,16.2,78.1,284.8,65.5,81,283.5,70.1,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.9,334.8,38.8,126.9,330.8,33.5
33,"70",117.5,331.4,16.7,116.2,327.1,23.3,146.3,345,14.4,138.1,340.6,16.2,78.2,284.8,65.5,81.1,283.5,70.1,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.9,334.7,38.8,126.9,330.8,33.5
34,"70",117.5,331.4,16.7,116.2,327.1,23.3,146.3,345,14.4,138.1,340.6,16.2,78.2,284.8,65.5,81.1,283.5,70.1,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.9,334.8,38.8,126.9,330.8,33.5
35,"70",117.5,331.4,16.7,116.2,327.1,23.3,146.3,345,14.4,138.1,340.6,16.2,78.2,284.8,65.5,81.1,283.5,70.1,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.9,334.8,38.8,126.9,330.8,33.5
36,"70",117.5,331.5,16.7,116.2,327.2,23.3,146.3,345,14.4,138.1,340.6,16.2,78.2,284.8,65.5,81.1,283.5,70.1,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.9,334.8,38.8,126.9,330.9,33.5
37,"70",117.6,331.5,16.7,116.2,327.2,23.3,146.3,345,14.4,138.1,340.6,16.2,78.2,284.8,65.5,81.1,283.6,70.1,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.6,334.6,640.8,41.5,132.9,334.8,38.8,126.9,330.9,33.5
38,"70",117.6,331.5,16.7,116.3,327.2,23.3,146.3,345,14.4,138.1,340.6,16.2,78.2,284.9,65.5,81.1,283.6,70.1,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.5,334.6,640.8,41.5,132.9,334.8,38.8,126.9,330.9,33.5
39,"70",117.6,331.5,16.7,116.3,327.2,23.3,146.3,345,14.4,138.1,340.6,16.2,78.2,284.9,65.5,81.1,283.6,70.1,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.6,334.6,640.8,41.5,133,334.8,38.8,126.9,330.9,33.5
40,"70",117.6,331.5,16.7,116.3,327.2,23.3,146.3,345,14.4,138.1,340.6,16.2,78.2,284.9,65.5,81.1,283.6,70.1,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.6,334.6,640.8,41.5,133,334.8,38.8,126.9,330.9,33.5
41,"70",117.6,331.5,16.7,116.3,327.2,23.3,146.3,345,14.4,138.1,340.6,16.2,78.2,284.8,65.5,81.1,283.6,70.2,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.5,334.6,640.8,41.5,133,334.8,38.8,126.9,330.9,33.5
42,"70",117.6,331.5,16.7,116.3,327.1,23.4,146.3,345,14.4,138.1,340.6,16.2,78.2,284.8,65.5,81.1,283.6,70.2,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.5,334.6,640.8,41.5,133,334.8,38.8,127,330.9,33.5
43,"70",117.6,331.5,16.8,116.3,327.1,23.4,146.3,345,14.4,138.1,340.6,16.2,78.2,284.8,65.5,81.2,283.5,70.2,404.7,521.3,-1.4,412.8,527.4,-1.4,344.4,647,43.5,334.6,640.8,41.5,133,334.8,38.8,127,330.9,33.6
