"Hz","optotrak.pulse.number","x1","y1","z1","x2","y2","z2","x3","y3","z3","x4","y4","z4","x5","y5","z5","x6","y6","z6","x7","y7","z7","x8","y8","z8","x9","y9","z9","x10","y10","z10","x11","y11","z11","x12","y12","z12"
1,"81",123.7,334.5,17.6,124.1,332.6,25.2,149.4,347.5,14.4,142.3,343.9,18.6,100.2,301.8,84.9,104.1,300.8,88.1,404.5,521,-1.3,412.5,527.1,-1.2,343.8,646.5,43.6,334,640.4,41.5,143.4,342.4,41.3,136,337.4,38
2,"81",123.5,334.9,19.1,124.1,333,26.7,149.3,347.5,14.6,142.3,344,18.8,101.5,302.7,86.3,105.4,301.9,89.5,404.5,521,-1.3,412.5,527.1,-1.2,343.8,646.5,43.6,334,640.4,41.5,143.7,342.7,41.6,136.2,337.7,38.4
3,"81",123.5,335.3,20.7,124.2,333.5,28.3,149.2,347.5,15.1,142.2,344,19.4,102.8,303.6,88,106.9,302.9,91.1,404.5,521,-1.3,412.5,527.1,-1.2,343.8,646.5,43.6,334,640.4,41.5,144,343,42.2,136.5,337.9,39.1
4,"81",123.6,335.8,22.5,124.5,334,30,149.1,347.6,16,142.2,344.2,20.5,104.2,304.5,89.9,108.3,303.8,92.9,404.5,521,-1.3,412.5,527.1,-1.2,343.8,646.5,43.6,334,640.4,41.5,144.5,343.5,43.3,136.9,338.3,40.3
5,"81",124,336.4,24.4,125,334.7,31.9,149.6,348.5,18,142.8,345.1,22.6,105.6,305.2,92,109.7,304.5,95,404.5,521.1,-1.3,412.5,527.1,-1.2,343.8,646.5,43.6,334,640.4,41.5,145.4,344.4,45.3,137.9,339.2,42.4
6,"81",124.6,337.2,26.7,125.7,335.6,34.1,151.4,350.2,20.7,144.6,346.8,25.4,107,305.9,94.5,111.2,305.2,97.3,404.5,521.1,-1.3,412.5,527.1,-1.2,343.8,646.6,43.6,334,640.4,41.5,147.1,345.8,48,139.5,340.7,45.1
7,"81",125.6,338.3,29.4,126.8,336.6,36.7,153.7,352.3,23.8,146.9,348.8,28.5,108.6,306.6,97,112.8,305.9,99.8,404.5,521.1,-1.3,412.5,527.1,-1.2,343.8,646.6,43.6,334,640.4,41.5,149.1,347.3,51.1,141.6,342.3,48.1
8,"81",126.8,339.5,32.2,128,337.8,39.5,156,354.3,27,149.2,350.7,31.7,110.4,307.4,99.7,114.6,306.7,102.4,404.5,521.1,-1.3,412.5,527.1,-1.2,343.8,646.6,43.6,334,640.4,41.5,151.3,348.9,54.2,143.8,344,51.1
9,"81",128.2,340.8,35.2,129.6,339.1,42.4,158.5,356.4,30.2,151.7,352.7,34.8,112.3,308.2,102.4,116.5,307.5,105,404.5,521.1,-1.3,412.5,527.1,-1.3,343.8,646.6,43.6,334,640.4,41.5,153.6,350.5,57.3,146.2,345.7,54.2
10,"81",129.9,342.2,38.1,131.2,340.4,45.2,161.5,358.6,33.4,154.6,354.9,38,114.4,309.2,105,118.6,308.5,107.5,404.5,521.1,-1.3,412.5,527.1,-1.2,343.8,646.5,43.6,334,640.4,41.5,156.2,352.2,60.4,148.8,347.5,57.2
11,"81",131.7,343.6,40.8,133.2,341.9,47.9,164.9,361,36.5,158,357.2,41.1,116.6,310.4,107.5,120.8,309.6,110,404.5,521,-1.3,412.5,527.1,-1.2,343.8,646.5,43.6,334,640.4,41.5,159.1,354.1,63.5,151.9,349.5,60.1
12,"81",133.9,345.2,43.1,135.4,343.3,50.1,168.8,363.6,39.6,161.7,359.7,44,118.9,311.7,109.8,123.1,310.9,112.3,404.5,521,-1.3,412.5,527.1,-1.3,343.8,646.5,43.6,334,640.4,41.5,162.4,356.1,66.4,155.2,351.6,62.9
13,"81",136.3,346.6,45.1,137.8,344.8,52.1,172.9,366.1,42.5,165.8,362.2,46.7,121.4,313.2,111.9,125.6,312.4,114.4,404.5,521,-1.3,412.5,527.1,-1.3,343.8,646.5,43.6,334,640.4,41.5,165.8,358.2,69.1,158.8,353.8,65.4
14,"81",139,348.1,46.6,140.5,346.3,53.7,177.4,368.8,45.2,170.2,364.8,49.2,124.1,315,113.8,128.2,314.1,116.2,404.5,521,-1.3,412.5,527.1,-1.3,343.8,646.5,43.6,334,640.4,41.5,169.6,360.3,71.6,162.6,356,67.7
15,"81",141.8,349.6,47.7,143.3,347.9,54.8,182.1,371.5,47.7,174.7,367.5,51.5,126.9,316.9,115.4,131,316,117.9,404.5,521,-1.3,412.5,527.1,-1.2,343.8,646.5,43.6,334,640.4,41.5,173.5,362.5,73.9,166.6,358.4,69.8
16,"81",144.7,351.1,48.6,146.3,349.5,55.8,186.8,374.2,50.2,179.4,370.2,53.8,129.9,318.9,116.9,134,317.9,119.5,404.5,521,-1.3,412.5,527.1,-1.3,343.8,646.6,43.6,334,640.4,41.5,177.4,364.8,76.1,170.7,360.8,71.8
17,"81",148,352.8,49.5,149.6,351.3,56.6,191.5,377,52.6,184.1,373,56,133.1,321,118.4,137.1,320.1,121.1,404.5,521.1,-1.3,412.5,527.1,-1.3,343.8,646.6,43.6,334,640.4,41.5,181.5,367.2,78.3,174.9,363.3,73.8
18,"81",151.6,354.8,50.5,153.2,353.3,57.7,196.3,379.8,54.9,188.7,375.8,58.2,136.4,323.2,119.9,140.4,322.3,122.7,404.5,521,-1.3,412.5,527.1,-1.2,343.8,646.6,43.6,334,640.4,41.5,185.6,369.7,80.4,179.1,365.9,75.8
19,"81",155.5,357,51.7,157,355.5,58.9,200.9,382.5,57.2,193.3,378.5,60.3,139.9,325.5,121.4,143.9,324.5,124.3,404.5,521,-1.3,412.5,527.1,-1.2,343.8,646.5,43.6,334,640.4,41.5,189.8,372.1,82.5,183.4,368.4,77.8
20,"81",159.7,359.4,52.8,161.1,357.9,60.1,205.7,385.2,59.4,198,381.3,62.4,143.6,327.9,123,147.5,326.9,125.8,404.5,521,-1.3,412.5,527.1,-1.2,343.8,646.5,43.6,334,640.4,41.5,194.1,374.6,84.5,187.8,371,79.7
21,"81",164,361.8,53.8,165.4,360.4,61.2,210.5,388,61.5,202.8,384,64.3,147.4,330.4,124.3,151.2,329.4,127.2,404.5,521.1,-1.3,412.5,527.1,-1.2,343.8,646.6,43.6,334,640.4,41.5,198.5,377.2,86.4,192.2,373.7,81.4
22,"81",168.5,364.3,54.6,169.8,362.9,62,215.4,390.8,63.3,207.7,386.9,66,151.3,333.1,125.5,155.1,332,128.4,404.5,521.1,-1.3,412.5,527.2,-1.2,343.8,646.6,43.6,334,640.4,41.5,202.9,379.9,88.1,196.8,376.4,83
23,"81",173,366.8,55.2,174.3,365.4,62.6,220.4,393.7,65,212.7,389.8,67.5,155.3,335.8,126.5,159,334.6,129.4,404.5,521.1,-1.4,412.6,527.2,-1.3,343.8,646.6,43.6,334,640.4,41.5,207.5,382.7,89.6,201.5,379.2,84.4
