"Hz","optotrak.pulse.number","x1","y1","z1","x2","y2","z2","x3","y3","z3","x4","y4","z4","x5","y5","z5","x6","y6","z6","x7","y7","z7","x8","y8","z8","x9","y9","z9","x10","y10","z10","x11","y11","z11","x12","y12","z12"
1,"58",118,329.7,27.4,118.7,326.3,33.4,150.2,346.5,16.8,142.6,342.2,20.4,92.6,288.8,80.8,97,288.5,84.1,404.8,521.5,-1.5,412.9,527.5,-1.4,344.6,647.2,43.5,334.8,641,41.4,141.4,337.2,42.8,134.7,333.3,38.5
2,"58",117.8,329.9,30,118.6,326.4,35.9,150.1,346.6,17.9,142.6,342.4,21.6,93.8,288.9,82.9,98.2,288.7,86,404.8,521.5,-1.5,412.9,527.6,-1.4,344.6,647.2,43.5,334.8,641,41.4,141.6,337.1,43.9,134.8,333.3,39.8
3,"58",117.7,329.9,32.9,118.6,326.5,38.7,149.9,347,20,142.5,342.8,23.9,94.8,288.9,85.5,99.3,288.6,88.5,404.8,521.5,-1.5,412.9,527.6,-1.4,344.6,647.2,43.5,334.8,641,41.4,141.8,337.2,45.9,134.9,333.4,41.9
4,"58",117.8,330.1,36.2,118.8,326.6,41.9,150.1,347.5,22.8,142.7,343.2,26.7,95.6,288.7,88.3,100.2,288.5,91.2,404.8,521.5,-1.5,412.9,527.6,-1.4,344.6,647.2,43.5,334.8,641,41.4,142.1,337.4,48.5,135.3,333.6,44.6
5,"58",118,330.3,39.8,119.2,326.9,45.3,150.7,347.9,25.9,143.3,343.6,29.9,96.6,288.6,91.4,101.2,288.4,94.2,404.8,521.5,-1.4,412.9,527.6,-1.4,344.6,647.2,43.5,334.8,641,41.4,142.8,337.6,51.6,135.9,333.9,47.8
6,"58",118.4,330.6,43.5,119.6,327.1,49,151.3,348.4,29.4,144,344.1,33.5,97.4,288.5,94.7,102,288.3,97.4,404.8,521.5,-1.4,412.9,527.6,-1.4,344.6,647.2,43.5,334.8,641,41.4,143.5,337.8,55,136.6,334.2,51.2
7,"58",118.9,330.9,47.2,120.1,327.4,52.5,152.1,349,33,144.8,344.6,37.1,98.2,288.5,98.1,102.9,288.3,100.7,404.8,521.5,-1.4,412.9,527.6,-1.4,344.6,647.2,43.5,334.8,641,41.4,144.3,338.2,58.5,137.3,334.6,54.8
8,"58",119.4,331.2,50.5,120.7,327.7,55.9,153.1,349.5,36.6,145.7,345.1,40.7,99,288.7,101.5,103.7,288.5,104.1,404.8,521.5,-1.4,412.9,527.6,-1.4,344.6,647.2,43.5,334.8,641,41.4,145.2,338.6,62.1,138.3,335,58.3
9,"58",120,331.4,53.4,121.3,328,58.8,154.2,350.1,40.1,146.9,345.7,44.2,99.9,289.1,104.9,104.6,288.9,107.4,404.8,521.5,-1.4,412.9,527.6,-1.4,344.6,647.2,43.5,334.8,641,41.4,146.2,339.1,65.5,139.4,335.5,61.8
10,"58",120.7,331.6,56,122,328.3,61.4,155.5,350.6,43.5,148.1,346.3,47.6,100.9,289.6,108.2,105.5,289.4,110.8,404.9,521.5,-1.4,412.9,527.6,-1.4,344.6,647.2,43.5,334.8,641,41.4,147.4,339.7,69,140.5,336.1,65.2
