"Hz","optotrak.pulse.number","x1","y1","z1","x2","y2","z2","x3","y3","z3","x4","y4","z4","x5","y5","z5","x6","y6","z6","x7","y7","z7","x8","y8","z8","x9","y9","z9","x10","y10","z10","x11","y11","z11","x12","y12","z12"
1,"57",119.5,333.4,27.1,120.6,330.8,33.8,150.8,347.3,17.5,143.5,343.6,21,96.5,293.9,86.5,100.9,293.9,90,404.8,521.4,-1.4,412.9,527.5,-1.4,344.6,647.2,43.5,334.7,641,41.5,142.1,338.1,43.5,135.2,334.4,39.6
2,"57",118.7,333,29.2,120,330.6,35.8,150.6,347.7,19.3,143.3,344,23.1,97.2,293.9,88.6,101.7,294,92.1,404.8,521.4,-1.4,412.9,527.5,-1.4,344.6,647.2,43.5,334.7,641,41.4,142.1,338.3,45.3,135.2,334.6,41.5
3,"57",118.1,332.7,31.7,119.6,330.4,38.3,150.8,348.3,21.9,143.5,344.5,25.8,97.8,293.8,91.2,102.4,293.9,94.6,404.8,521.4,-1.4,412.9,527.5,-1.4,344.6,647.2,43.5,334.7,641,41.4,142.4,338.6,47.8,135.4,335,44.1
4,"57",117.8,332.6,34.8,119.4,330.3,41.3,151.3,348.8,24.9,144.1,345.1,28.8,98.5,293.6,94.1,103.1,293.7,97.3,404.8,521.4,-1.4,412.9,527.5,-1.4,344.5,647.2,43.5,334.7,641,41.4,142.9,338.9,50.8,136,335.3,47
5,"57",117.8,332.6,38.4,119.5,330.3,44.7,151.8,349.5,28.4,144.6,345.6,32.3,99.2,293.5,97.3,103.9,293.6,100.5,404.8,521.4,-1.4,412.9,527.5,-1.4,344.5,647.2,43.5,334.7,641,41.4,143.5,339.3,54.2,136.5,335.7,50.5
6,"57",118,332.9,42.4,119.7,330.5,48.6,152.4,350.2,32.3,145.2,346.2,36.2,99.9,293.3,100.9,104.7,293.5,104,404.8,521.4,-1.4,412.9,527.5,-1.4,344.5,647.2,43.5,334.7,641,41.4,144.1,339.7,57.9,137.1,336.1,54.2
7,"57",118.4,333.2,46.6,120.2,330.8,52.7,153.4,350.8,36.2,146.1,346.8,40.2,100.8,293.4,104.6,105.5,293.5,107.6,404.8,521.4,-1.4,412.9,527.5,-1.3,344.5,647.2,43.5,334.7,641,41.5,145.1,340.1,61.8,138.1,336.5,58.1
8,"57",119.2,333.7,50.6,121,331.2,56.7,154.8,351.4,40.3,147.5,347.4,44.2,101.7,293.6,108.4,106.5,293.7,111.3,404.8,521.4,-1.4,412.9,527.5,-1.3,344.5,647.1,43.5,334.7,641,41.5,146.3,340.6,65.8,139.3,337.1,62.1
9,"57",120.3,334.1,54.4,122.1,331.7,60.5,156.5,352.3,44.4,149.1,348.2,48.3,102.8,294,112.2,107.5,294.1,115.1,404.8,521.4,-1.4,412.9,527.5,-1.3,344.5,647.1,43.6,334.7,641,41.5,147.7,341.3,69.9,140.8,337.8,66.1
10,"57",121.8,334.7,57.9,123.6,332.3,64,158.4,353.1,48.5,151.1,349.1,52.3,104,294.7,115.9,108.7,294.8,119,404.8,521.4,-1.4,412.9,527.5,-1.3,344.5,647.1,43.6,334.7,640.9,41.5,149.5,342.1,73.9,142.6,338.6,70.1
11,"57",123.5,335.4,61.1,125.3,333.1,67.3,160.8,354.1,52.6,153.4,350.1,56.2,105.5,295.7,119.6,110.2,295.8,122.8,404.8,521.4,-1.4,412.9,527.4,-1.3,344.5,647.1,43.6,334.7,640.9,41.5,151.5,343.1,77.9,144.7,339.7,74
12,"57",125.5,336.3,64.2,127.3,334,70.5,163.4,355.3,56.5,156,351.4,60.1,107.3,297,123.3,111.9,297.1,126.6,404.8,521.4,-1.4,412.9,527.4,-1.3,344.5,647.1,43.6,334.7,640.9,41.5,153.8,344.3,81.8,147,340.9,77.8
13,"57",127.9,337.5,67.2,129.6,335.3,73.6,166.3,356.7,60.3,158.8,352.8,63.8,109.4,298.5,126.8,114,298.6,130.2,404.8,521.4,-1.4,412.8,527.4,-1.3,344.5,647.1,43.6,334.7,640.9,41.5,156.5,345.8,85.6,149.7,342.4,81.5
14,"57",130.5,338.9,70.1,132.3,336.8,76.6,169.5,358.4,64,162,354.5,67.3,111.9,300.4,130.3,116.5,300.5,133.8,404.8,521.4,-1.4,412.8,527.4,-1.3,344.5,647.1,43.6,334.7,640.9,41.5,159.4,347.5,89.2,152.7,344.1,85
15,"57",133.5,340.6,72.9,135.2,338.5,79.4,173,360.3,67.4,165.5,356.5,70.7,114.8,302.5,133.6,119.4,302.6,137.1,404.8,521.4,-1.4,412.8,527.4,-1.3,344.5,647.1,43.6,334.7,640.9,41.5,162.7,349.5,92.7,156.1,346.1,88.4
16,"57",136.7,342.5,75.4,138.6,340.5,82,176.9,362.5,70.7,169.3,358.7,73.9,118.2,304.9,136.7,122.7,305,140.3,404.8,521.4,-1.4,412.9,527.4,-1.3,344.5,647.1,43.6,334.7,640.9,41.5,166.4,351.8,95.9,159.8,348.4,91.6
17,"57",140.4,344.7,77.8,142.2,342.7,84.4,181,365,73.7,173.4,361.2,76.8,121.8,307.5,139.6,126.3,307.7,143.3,404.8,521.4,-1.4,412.9,527.5,-1.3,344.5,647.1,43.6,334.7,640.9,41.5,170.3,354.3,98.9,163.7,350.9,94.5
18,"57",144.3,347.1,80,146.1,345.2,86.7,185.3,367.6,76.5,177.7,363.7,79.5,125.8,310.4,142.3,130.3,310.6,146.1,404.8,521.4,-1.4,412.9,527.5,-1.3,344.5,647.1,43.6,334.7,641,41.5,174.5,357,101.6,167.9,353.6,97.2
