"Hz","optotrak.pulse.number","x1","y1","z1","x2","y2","z2","x3","y3","z3","x4","y4","z4","x5","y5","z5","x6","y6","z6","x7","y7","z7","x8","y8","z8","x9","y9","z9","x10","y10","z10","x11","y11","z11","x12","y12","z12"
1,"82",125.4,333.9,15.4,125,331.3,23,150.7,348.2,14.3,144.2,345.2,19.1,97.3,299.8,83.7,100.6,297.8,85.8,404.5,521.1,-1.3,412.5,527.1,-1.2,343.8,646.6,43.7,334,640.4,41.6,144.9,342.1,41.6,137.8,337.9,38
2,"82",124.5,333.9,16,124.3,331.5,23.6,150.8,348.3,14.4,144.3,345.3,19.2,98.3,300.5,84.7,101.7,298.6,86.8,404.5,521.1,-1.3,412.5,527.1,-1.2,343.8,646.6,43.7,334,640.4,41.6,145.2,342.4,41.7,138,338.2,38.1
3,"82",123.7,334.1,16.8,123.7,331.7,24.3,150.8,348.3,14.5,144.3,345.4,19.3,99.3,301.3,85.9,102.8,299.5,87.9,404.5,521.1,-1.3,412.5,527.1,-1.2,343.8,646.6,43.7,334,640.4,41.6,145.4,342.7,41.9,138.2,338.4,38.3
4,"82",123.1,334.3,17.9,123.4,332,25.4,150.7,348.4,14.7,144.2,345.4,19.5,100.4,302.1,87.1,104,300.3,89,404.5,521.1,-1.3,412.5,527.1,-1.2,343.8,646.6,43.7,334,640.4,41.6,145.6,342.9,42.1,138.3,338.6,38.6
5,"82",122.9,334.6,19.3,123.3,332.4,26.8,150.6,348.4,15,144.1,345.4,19.8,101.6,302.9,88.6,105.2,301.2,90.4,404.5,521.1,-1.3,412.5,527.1,-1.3,343.8,646.6,43.7,334,640.4,41.6,145.7,343.2,42.5,138.4,338.7,39.1
6,"82",122.9,335.1,20.9,123.4,332.9,28.3,150.5,348.4,15.5,144,345.5,20.5,102.9,303.7,90.1,106.6,302.1,91.8,404.5,521.1,-1.3,412.5,527.1,-1.3,343.8,646.6,43.7,334,640.4,41.6,146,343.4,43.2,138.6,338.9,39.8
7,"82",123.1,335.6,22.6,123.8,333.4,30,151,349.7,17.2,144.7,346.7,22.3,104.1,304.4,91.8,107.9,302.8,93.5,404.5,521.1,-1.3,412.5,527.1,-1.3,343.8,646.6,43.7,334,640.4,41.6,146.6,344.3,44.7,139.2,339.8,41.5
8,"82",123.6,336.3,24.6,124.4,334.1,31.9,152.5,351.5,19.7,146.1,348.4,24.7,105.3,305,94,109.1,303.4,95.6,404.5,521.1,-1.3,412.5,527.1,-1.2,343.8,646.6,43.7,334,640.4,41.6,147.8,345.6,47,140.5,341.2,43.7
9,"82",124.4,337.2,26.9,125.2,335.1,34.2,154.6,353.3,22.3,148.1,350.1,27.2,106.6,305.7,96.1,110.4,304.1,97.6,404.5,521.1,-1.3,412.5,527.1,-1.3,343.8,646.6,43.7,334,640.4,41.6,149.6,346.9,49.5,142.3,342.6,46.2
10,"82",125.4,338.3,29.3,126.2,336.1,36.5,156.9,355,24.9,150.3,351.7,29.7,108.1,306.6,98.2,112,305,99.7,404.5,521.1,-1.3,412.5,527.1,-1.2,343.8,646.5,43.7,334,640.4,41.6,151.5,348.3,52,144.2,344,48.5
