"Hz","optotrak.pulse.number","x1","y1","z1","x2","y2","z2","x3","y3","z3","x4","y4","z4","x5","y5","z5","x6","y6","z6","x7","y7","z7","x8","y8","z8","x9","y9","z9","x10","y10","z10","x11","y11","z11","x12","y12","z12"
1,"80",121.1,332.8,19.3,121.1,330.3,26.8,150.7,347.3,15.2,143.7,343.9,19.3,97.8,297.5,83.5,101.4,296.4,87,404.6,521.1,-1.4,412.6,527.2,-1.3,343.9,646.7,43.7,334.1,640.5,41.6,143.5,340.5,42,136.4,336.2,38.2
2,"80",120.5,332.6,20.5,120.7,330.2,27.9,150.8,347.3,15.5,143.8,343.9,19.7,98.7,297.7,84.7,102.4,296.6,88.1,404.6,521.2,-1.4,412.6,527.2,-1.3,343.9,646.7,43.6,334.1,640.5,41.5,143.8,340.5,42.4,136.7,336.2,38.6
3,"80",120,332.5,21.8,120.4,330.1,29,150.9,347.3,15.9,144,344,20.2,99.7,297.9,85.9,103.5,296.9,89.2,404.6,521.2,-1.4,412.6,527.2,-1.3,343.9,646.7,43.6,334.1,640.5,41.5,144.1,340.5,42.8,137,336.2,39.1
4,"80",119.6,332.4,23.1,120.2,330,30.4,151,347.4,16.5,144.1,344,20.9,100.7,298.2,87.3,104.6,297.3,90.4,404.5,521.1,-1.4,412.6,527.2,-1.3,343.9,646.7,43.6,334.1,640.5,41.5,144.5,340.6,43.5,137.3,336.3,39.8
5,"80",119.3,332.4,24.6,120.1,330,31.7,152,348.6,18.2,145.1,345.2,22.6,101.7,298.5,88.7,105.6,297.5,91.8,404.5,521.1,-1.4,412.6,527.2,-1.3,343.9,646.7,43.6,334.1,640.5,41.6,145.3,341.2,44.9,138.1,337,41.3
6,"80",119.1,332.4,26.1,120,330.2,33.2,153.8,350.5,20.6,146.8,347,24.9,102.6,298.6,90.5,106.6,297.8,93.4,404.5,521.1,-1.4,412.6,527.2,-1.3,343.9,646.7,43.6,334.1,640.5,41.5,146.5,342.2,47.1,139.5,338.2,43.3
7,"80",119,332.6,27.9,120.1,330.4,34.9,155.9,352.2,23.1,148.8,348.6,27.3,103.6,298.9,92.2,107.6,298,95.1,404.5,521.1,-1.4,412.6,527.2,-1.3,343.9,646.7,43.6,334.1,640.5,41.5,148.1,343.3,49.4,141.1,339.4,45.6
8,"80",119,333,29.9,120.3,330.7,36.8,157.9,353.8,25.6,150.8,350,29.7,104.8,299.3,94.1,108.9,298.4,96.9,404.6,521.1,-1.4,412.6,527.2,-1.3,343.9,646.7,43.7,334.1,640.5,41.6,149.7,344.3,51.7,142.8,340.5,47.8
9,"80",119.3,333.5,32.2,120.7,331.2,39,159.8,355.2,28.1,152.6,351.4,32.1,106.1,299.7,96.1,110.1,298.8,98.8,404.6,521.1,-1.4,412.6,527.2,-1.3,343.9,646.7,43.7,334.1,640.5,41.6,151.2,345.3,54,144.4,341.6,50
10,"80",119.9,334.1,34.6,121.3,331.9,41.3,161.8,356.9,30.8,154.6,353,34.7,107.4,300.3,98.2,111.5,299.4,100.9,404.6,521.1,-1.4,412.6,527.2,-1.3,344,646.7,43.7,334.2,640.5,41.6,152.9,346.4,56.5,146.1,342.9,52.4
11,"80",120.7,335,37.1,122.2,332.8,43.7,164.1,358.6,33.6,156.9,354.6,37.5,108.9,301,100.4,113.1,300.1,103,404.6,521.2,-1.4,412.7,527.2,-1.3,344,646.7,43.7,334.2,640.5,41.6,154.8,347.6,59.1,148.1,344.2,55
